mempool_tx_hash,mempool_from,mempool_to,mempool_contract_name,mempool_detected_at,mempool_gas_price,mempool_gas,mempool_nonce,mempool_max_fee_per_gas,mempool_max_priority_fee,mempool_value,mempool_input_len,mempool_decoded,mempool_side,mempool_token_id,mempool_maker_amount,mempool_taker_amount,mempool_size,mempool_price,mempool_role,mempool_maker_address,mempool_taker_address,mempool_signer_address,mempool_expiration,mempool_order_nonce,mempool_fee_rate_bps,mempool_fill_amount,mempool_order_count,mempool_function_sig,mempool_signature_type,mempool_salt_hex,livedata_detected_at,livedata_side,livedata_size,livedata_price,polygon_logs_detected_at,data_api_detected_at,data_api_side,data_api_size,data_api_price,first_detector,is_confirmed,mempool_to_confirm_ms,outcome
0x5450324ec8d7657c22c637c562e4a56f6de96f22209ae97d2ea93308864e85da,0x6648e365a1b072797ee871d45691aead31b9d016,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:42.742,0xba43b74000,0xdbba0,6527082,0xba43b74000,0x826299e00,0x0,1508,true,SELL,39827967199179895877400302621802460831382584522492973166441682070382969530387,33000000,60000000,60.000000,1.818182,TAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,60000000,2,fillOrders,0,,12:37:45.653,BUY,60.000000,0.550000,12:37:45.257,12:38:09.940,BUY,60.000000,0.550000,MEMPOOL,true,2910,Down
0xf6b4930ae3a883e87bdc96b7a2894ad02595c2f785f7d8d15b4e37fd0b1bd844,0x4595a3ad508adf916ab082d0438515b190f41c84,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:46.188,0xba43b74000,0x124f80,6544144,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,29400000,60000000,1.470000,0.490000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,1470000,3,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,3.000000,0.490000,MEMPOOL,true,23752,Up
0x9942b89e323a716eb241d8bde21bd48d40d9dc943d545256c838841ee54993f7,0x4bdb16a35fc5fdc4a8701bc5b688d254e99027c0,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:46.662,0xba43b74000,0x16e360,5861277,0xba43b74000,0x826299e00,0x0,2788,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,29400000,60000000,27.930000,0.490000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,27930000,4,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,57.000000,0.490000,MEMPOOL,true,23277,Up
0x2dcd929dcfe7aad8dd798d34ac459a75a6ff8152b14821fc85e4e2789e93e224,0x7210dd22a1461e6f44701d3d97f4a9f452b144e1,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:59.146,0xba43b74000,0x1b7740,5860076,0xba43b74000,0x826299e00,0x0,3428,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,34800000,60000000,34.800000,0.580000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,34800000,5,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,60.000000,0.580000,MEMPOOL,true,10794,Down
0x98506eb9da1c7e65947b2e6369ba5656782adf0072ee4fc94b12c758f2df9526,0xd2add5493c7987995a472dbf90513d6d8f0d2367,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:59.578,0xba43b74000,0x249f00,5861357,0xba43b74000,0x826299e00,0x0,4708,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,34200000,60000000,34.200000,0.570000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,34200000,7,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,60.000000,0.570000,MEMPOOL,true,10362,Down
0xc7d828df1579da901291af372d250d248858b9108c176e4853dcbe30eaa87325,0x921df990acadf9a89d283b7e761ceac3311ea9ea,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:37:59.840,0xba43b74000,0xdbba0,6543053,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,1.680000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,1680000,2,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,3.000000,0.560000,MEMPOOL,true,10100,Down
0x0d48b9c44faf2517371c6b59909501f1e5f595aee776a5bacb582e72e47cb685,0x4595a3ad508adf916ab082d0438515b190f41c84,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:00.177,0xba43b74000,0xdbba0,6544152,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,6.720000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,6720000,2,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,12.000000,0.560000,MEMPOOL,true,9762,Down
0x506f663b155ccdbc36822c5da0b1acb4324ba7e6e99eec2c9439b56017ef7f10,0x4bdb16a35fc5fdc4a8701bc5b688d254e99027c0,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:00.696,0xba43b74000,0xdbba0,5861285,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,8.400000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,8400000,2,fillOrders,0,,,,0.000000,0.000000,,12:38:09.940,BUY,15.000000,0.560000,MEMPOOL,true,9244,Down
0x85722d59631844d567c198f222f318058a787a1755f3d567eca626c920d14e1b,0x4595a3ad508adf916ab082d0438515b190f41c84,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:10.476,0xba43b74000,0xdbba0,6544158,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,6.720000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,6720000,2,fillOrders,0,,,,0.000000,0.000000,,12:38:41.926,BUY,12.000000,0.560000,MEMPOOL,true,31450,Down
0x4450d5ffcf18d611f332aade3cfa84e3c79ee21834d728ef64f2848b81717c43,0xd2add5493c7987995a472dbf90513d6d8f0d2367,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:10.879,0xba43b74000,0x124f80,5861364,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,18.480000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,18480000,3,fillOrders,0,,,,0.000000,0.000000,,12:38:41.926,BUY,33.000000,0.560000,MEMPOOL,true,31047,Down
0x3f9aacf66517e576cc8115416ac1fdd89bc77f927321ea62951c44d7492867ba,0x4bdb16a35fc5fdc4a8701bc5b688d254e99027c0,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:10.879,0xba43b74000,0xdbba0,5861291,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,33600000,60000000,8.400000,0.560000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,8400000,2,fillOrders,0,,,,0.000000,0.000000,,12:38:41.926,BUY,15.000000,0.560000,MEMPOOL,true,31047,Down
0xc2648e4c22096e071d8d0c14028d17e1b61b3dd4e9ed849e494c579b4794a040,0x6648e365a1b072797ee871d45691aead31b9d016,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:13.297,0xba43b74000,0xdbba0,6527101,0xba43b74000,0x826299e00,0x0,1508,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,24600000,60000000,0.889491,0.410000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,889491,2,fillOrders,0,,,,0.000000,0.000000,,12:38:41.926,BUY,2.169490,0.410000,MEMPOOL,true,28629,Up
0x019ca0a6edb57afd20bdeac83f3bb01349fea5bf914013e8f52c823a2f7cd0fa,0x921df990acadf9a89d283b7e761ceac3311ea9ea,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:32.668,0xba43b74000,0x124f80,6543070,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,30000000,60000000,3.950000,0.500000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,3950000,3,fillOrders,0,,,,0.000000,0.000000,,12:38:41.926,BUY,7.900000,0.500000,MEMPOOL,true,9257,Down
0x5ef069d45f2745045706e8e0d52d59a95db47e5bb8012352e86a34cc249bfe5c,0xae5d7147ed7c1c312cd2762613442ee0f2c3124d,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:35.810,0xba43b74000,0x1b7740,5858488,0xba43b74000,0x826299e00,0x0,3428,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,30000000,60000000,13.890000,0.500000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,13890000,5,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,27.780000,0.500000,MEMPOOL,true,38095,Down
0x9f423710f74099bc6e62d92c5b0b7926d7fea850cc56b6c44e8854ed48d91e2b,0x769598dc61e5fb3d0db4ee969b4a10eef564de7a,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:35.923,0xba43b74000,0xdbba0,6544163,0xba43b74000,0x826299e00,0x0,1508,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,30000000,60000000,2.500000,0.500000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,2500000,2,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,5.000000,0.500000,MEMPOOL,true,37981,Down
0x89b789663eb10fc6b6a7ada92fc132a1d39a13c2b687d115fdd0697c2aec4ddc,0x6648e365a1b072797ee871d45691aead31b9d016,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:36.587,0xba43b74000,0x1b7740,6527112,0xba43b74000,0x826299e00,0x0,3428,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,30000000,60000000,13.610000,0.500000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,13610000,5,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,27.220000,0.500000,MEMPOOL,true,37317,Down
0x5acd3c431f79e5b90a8b186ef6f0d46b701cb39b01f1e45ee0c56d43c13966c2,0x7210dd22a1461e6f44701d3d97f4a9f452b144e1,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:54.786,0xba43b74000,0x1b7740,5860105,0xba43b74000,0x826299e00,0x0,3428,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,30600000,60000000,26.520000,0.510000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,26520000,5,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,52.000000,0.510000,MEMPOOL,true,19118,Down
0xd8330d2b6d802b3c8c44b329b61364ccfd7233d8d5108f1a1b6235b60ee117c1,0x4bdb16a35fc5fdc4a8701bc5b688d254e99027c0,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:38:54.992,0xba43b74000,0xdbba0,5861313,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,30600000,60000000,4.080000,0.510000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,4080000,2,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,8.000000,0.510000,MEMPOOL,true,18913,Down
0x74d27a9b577a6033d6cf9438a621340a771fd5740e2ad6331cd61be50404195d,0x6648e365a1b072797ee871d45691aead31b9d016,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:03.166,0xba43b74000,0x124f80,6527128,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,34800000,60000000,4.350000,0.580000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,4350000,3,fillOrders,0,,,,0.000000,0.000000,,12:39:13.905,BUY,7.500000,0.580000,MEMPOOL,true,10739,Down
0x093612fcfdc6e041df38cd105a6357697c36a60bf6785a9c23e39b601b5e70f2,0x429b8474bd7308b7787d364985bb4b8ea7de1d47,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:10.151,0xba43b74000,0xdbba0,6543706,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,36600000,60000000,1.876923,0.610000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,1876923,2,fillOrders,0,,,,0.000000,0.000000,,12:39:45.976,BUY,3.076922,0.610000,MEMPOOL,true,35824,Down
0xab6690dd80ec515d00b38b8ad35548b372a773bf675e308ea4ef90f022688584,0x4bdb16a35fc5fdc4a8701bc5b688d254e99027c0,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:10.168,0xba43b74000,0xdbba0,5861323,0xba43b74000,0x826299e00,0x0,1508,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,36600000,60000000,4.270000,0.610000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,4270000,2,fillOrders,0,,,,0.000000,0.000000,,12:39:45.976,BUY,7.000000,0.610000,MEMPOOL,true,35807,Down
0x5a90e59e71a4cde6ee296b7a1d7198f6bb2911263c3a137ecd87c4f22befc6b2,0x9585e75b56f9a98049405306c00ec427bb76e512,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:11.991,0xba43b74000,0x124f80,6544400,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,36600000,60000000,18.251200,0.610000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,18251200,3,fillOrders,0,,,,0.000000,0.000000,,12:39:45.976,BUY,29.920000,0.610000,MEMPOOL,true,33985,Down
0x7676568194a14ac333a39a514206a2cbc3b6cb8d896bd0bc9a58ec0195baee84,0xae5d7147ed7c1c312cd2762613442ee0f2c3124d,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:18.850,0xba43b74000,0x124f80,5858512,0xba43b74000,0x826299e00,0x0,2148,true,BUY,39827967199179895877400302621802460831382584522492973166441682070382969530387,35400000,60000000,35.400000,0.590000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,35400000,3,fillOrders,0,,,,0.000000,0.000000,,12:39:45.976,BUY,60.000000,0.590000,MEMPOOL,true,27125,Down
0xb29e550a5fbff29ba2e8deaf169338863a1e4c8ec397afa2142019d3e53c99fc,0xae5d7147ed7c1c312cd2762613442ee0f2c3124d,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:30.487,0xba43b74000,0xdbba0,5858516,0xba43b74000,0x826299e00,0x0,1508,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,23400000,60000000,6.393442,0.390000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,6393442,2,fillOrders,0,,,,0.000000,0.000000,,12:39:45.976,BUY,16.393441,0.390000,MEMPOOL,true,15489,Up
0xb46335e434531969969d74954032a9c817fad12a41bb25403e3219705d231de3,0xae5d7147ed7c1c312cd2762613442ee0f2c3124d,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:45.577,0xba43b74000,0xdbba0,5858522,0xba43b74000,0x826299e00,0x0,1508,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,26400000,60000000,3.520000,0.440000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,3520000,2,fillOrders,0,,,,0.000000,0.000000,,,,0.000000,0.000000,MEMPOOL,false,0,Up
0x990d127acb5efc762eb2e0d3faf850c6abb5d45b49da00f1578dfc0f44006157,0xd2add5493c7987995a472dbf90513d6d8f0d2367,0xe3f18acc55091e2c48d883fc8c8413319d4ab7b0,NegRiskAdapter,12:39:45.582,0xba43b74000,0xdbba0,5861410,0xba43b74000,0x826299e00,0x0,1508,true,BUY,43311399423030938941361994753330996082669412410851389019234759838801837717743,26400000,60000000,3.520000,0.440000,MAKER,0x818f214c7f3e479cce1d964d53fe3db7297558cb,0x0000000000000000000000000000000000000000,0xe02d7c8a9f60dd5e69def646685776ab3751aca1,0,,0,3520000,2,fillOrders,0,,,,0.000000,0.000000,,,,0.000000,0.000000,MEMPOOL,false,0,Up
0xdde8cdfbba621f8f280c78af1d4bbb5fd5b405ee950c076e6795b2d5d2f0adf1,,,,,,,0,,,,0,false,,,,,0.000000,0.000000,,,,,0,,0,,0,,0,,,,0.000000,0.000000,,12:39:45.976,BUY,20.000000,0.610000,DATA_API,true,0,
