tx_hash,timestamp_detected,timestamp_tx,method,shares,outcome,side,token_id,price,mempool_detected_at,mempool_shares,mempool_side,mempool_price,mempool_outcome,mempool_role,mempool_maker_amount,mempool_taker_amount,mempool_fill_amount,livedata_detected_at,livedata_shares,livedata_side,livedata_price,livedata_outcome,polygon_detected_at,polygon_shares,polygon_side,polygon_price,polygon_token_id,data_api_detected_at,data_api_shares,data_api_side,data_api_price,data_api_outcome,data_api_token_id,clob_detected_at,clob_shares,clob_side,clob_price,clob_outcome,clob_token_id,first_method
0x2a6d00bf4a69bcde77c5a894174254050bb032a617e04b0fff687ec0b4c9e770,2025-12-02T19:44:26.263+01:00,2025-12-02T19:44:28Z,MEMPOOL,119.000000,Down,SELL,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.200000,2025-12-02T19:44:26.263+01:00,23.800000,SELL,0.150000,Down,MAKER,119000000,17850000,23800000,2025-12-02T19:44:28.993+01:00,119.000000,SELL,0.200000,Down,2025-12-02T19:44:28.298+01:00,119.000000,SELL,0.200000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:44:41.574+01:00,119.000000,SELL,0.200000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x2c2d58fa2cf66b9d5cde50dc2bc2c70f0a642dd3ab90bea6e517ed1015849257,2025-12-02T19:44:26.497+01:00,2025-12-02T19:44:28Z,MEMPOOL,119.000000,Down,SELL,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.159630,2025-12-02T19:44:26.497+01:00,18.996000,SELL,0.150000,Down,MAKER,119000000,17850000,18996000,2025-12-02T19:44:28.850+01:00,119.000000,SELL,0.159630,Down,2025-12-02T19:44:28.308+01:00,46.900000,SELL,0.160000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:44:41.574+01:00,119.000000,SELL,0.159630,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x131472ecd4ba900ab642d642f8a4cfbc107ed4fe48d73907fe1ec8e59b6b650a,2025-12-02T19:44:29.714+01:00,2025-12-02T19:44:32Z,MEMPOOL,1.739129,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.920000,2025-12-02T19:44:29.714+01:00,21.739129,SELL,0.920000,Up,MAKER,216000000,198720000,21739129,,0.000000,,0.000000,,2025-12-02T19:44:32.190+01:00,1.739129,SELL,0.920000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:44:41.574+01:00,1.739129,SELL,0.920000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,MEMPOOL
0xd29b0783bc566b612bfbc2dbef74c821b6c4bcd25e9bc3ce03a0889f97ee544a,2025-12-02T19:44:31.994+01:00,,MEMPOOL,186.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.940000,2025-12-02T19:44:31.994+01:00,11.466000,SELL,0.940000,Up,MAKER,216000000,203040000,11466000,,0.000000,,0.000000,,2025-12-02T19:44:36.205+01:00,186.000000,SELL,0.940000,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,,0.000000,,0.000000,,,MEMPOOL
0x70fefa2604cd3bb806599b33c8eb17de00aa1030935e217181e74c6eddd8303e,2025-12-02T19:44:31.995+01:00,2025-12-02T19:44:34Z,MEMPOOL,30.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.940000,2025-12-02T19:44:31.995+01:00,40.000000,SELL,0.940000,Up,MAKER,216000000,203040000,40000000,,0.000000,,0.000000,,2025-12-02T19:44:34.185+01:00,30.000000,SELL,0.940000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:44:41.574+01:00,30.000000,SELL,0.940000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,MEMPOOL
0xa8cb03e6c4dcbd776f80528f32992d805ad8a8cf56b4966609681ae2db98af9b,2025-12-02T19:44:34.619+01:00,2025-12-02T19:44:38Z,MEMPOOL,5.417577,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.090000,2025-12-02T19:44:34.619+01:00,5.417577,BUY,0.090000,Down,MAKER,19440000,216000000,5417577,,0.000000,,0.000000,,2025-12-02T19:44:38.221+01:00,5.417577,BUY,0.090000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,5.417577,BUY,0.090000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x5019ac3090c163c388dab3997f0d0a84f7952a5cbdbe646b829195fed2e04c8e,2025-12-02T19:44:37.164+01:00,2025-12-02T19:44:40Z,MEMPOOL,27.900000,Up,BUY,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.840000,2025-12-02T19:44:37.164+01:00,74.321000,BUY,0.840000,Up,MAKER,26040000,31000000,74321000,,0.000000,,0.000000,,2025-12-02T19:44:40.221+01:00,27.900000,BUY,0.840000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,27.900000,BUY,0.840000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,MEMPOOL
0x1e194f54c3f1b5b2304b614aa7cb520a8818519607acf6efc3e19a31c020c198,2025-12-02T19:44:38.155+01:00,2025-12-02T19:44:42Z,MEMPOOL,0.260000,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.060000,2025-12-02T19:44:38.155+01:00,5.260000,BUY,0.060000,Down,MAKER,12960000,216000000,5260000,,0.000000,,0.000000,,2025-12-02T19:44:42.262+01:00,0.260000,BUY,0.060000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,0.260000,BUY,0.060000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x67aec98e4941eb7a2d34fb7e4f3569c481386513f21754bed5dc915b13fdc3d2,2025-12-02T19:44:42.276+01:00,2025-12-02T19:44:42Z,POLYGON_LOGS,4.000000,Down,SELL,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.130000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:42.276+01:00,4.000000,SELL,0.130000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,4.000000,SELL,0.130000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,POLYGON_LOGS
0x31bc236f4766e5d8d2803c9a4acedcb52a2ffd43ee277525af873426a4d243ed,2025-12-02T19:44:42.289+01:00,2025-12-02T19:44:42Z,POLYGON_LOGS,19.000000,Down,SELL,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.130000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:42.289+01:00,19.000000,SELL,0.130000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,19.000000,SELL,0.130000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,POLYGON_LOGS
0xc2210ea2f75f16e01714feccbf5c8df515248e3f070978995173973fadba9b07,2025-12-02T19:44:47.178+01:00,2025-12-02T19:44:50Z,MEMPOOL,8.642856,Down,SELL,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.140000,2025-12-02T19:44:47.178+01:00,118.642856,SELL,0.140000,Down,MAKER,16000000,2240000,118642856,,0.000000,,0.000000,,2025-12-02T19:44:50.403+01:00,8.642856,SELL,0.140000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,8.642856,SELL,0.140000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x6f1f20d8e8d0e766fd2fd1217f1dee5c1ede1df7a0e836953cf3d41142d18a57,2025-12-02T19:44:51.527+01:00,2025-12-02T19:44:54Z,MEMPOOL,1.063816,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.060000,2025-12-02T19:44:51.527+01:00,1.063816,BUY,0.060000,Down,MAKER,12960000,216000000,1063816,,0.000000,,0.000000,,2025-12-02T19:44:54.325+01:00,1.063816,BUY,0.060000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,1.063816,BUY,0.060000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0x0a3f4a007ac082d622e4af6c6e44c1724b93e09aac222b8a30bb5ee31258c35f,2025-12-02T19:44:52.783+01:00,2025-12-02T19:44:56Z,MEMPOOL,20.618555,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.970000,2025-12-02T19:44:52.783+01:00,20.618555,SELL,0.970000,Up,MAKER,216000000,209520000,20618555,,0.000000,,0.000000,,2025-12-02T19:44:57.231+01:00,20.618555,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,20.618555,SELL,0.970000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,MEMPOOL
0x1906e3c4871273fc7b61aa01b79257ec96b0d27049270228168c22ccd58900c7,2025-12-02T19:44:54.013+01:00,2025-12-02T19:44:56Z,MEMPOOL,185.070000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.970000,2025-12-02T19:44:54.013+01:00,913.934500,SELL,0.970000,Up,MAKER,216000000,209520000,913934500,,0.000000,,0.000000,,2025-12-02T19:44:57.322+01:00,176.000000,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,185.070000,SELL,0.970000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,MEMPOOL
0xf1e7bca1d0d2ffece48544247eab03144e0d89afaa8de7ae2db50312287193ac,2025-12-02T19:44:54.115+01:00,2025-12-02T19:44:56Z,MEMPOOL,216.000000,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.030000,2025-12-02T19:44:54.115+01:00,216.000000,BUY,0.040000,Down,MAKER,8640000,216000000,216000000,2025-12-02T19:44:56.857+01:00,216.000000,BUY,0.030000,Down,2025-12-02T19:44:57.334+01:00,20.000000,BUY,0.030000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,216.000000,BUY,0.030000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,MEMPOOL
0xe8e604da2c98d52402e43ec8a3b37c36fe8ed826556368c1251b1f528cf444e5,2025-12-02T19:44:54.242+01:00,2025-12-02T19:44:54Z,POLYGON_LOGS,64.351050,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.060000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:54.242+01:00,64.351050,BUY,0.060000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,64.351050,BUY,0.060000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,POLYGON_LOGS
0xe3d37043fc8e5182a7c844fc3659ea474eae17deb1421557802b48f873981cc9,2025-12-02T19:44:55.318+01:00,2025-12-02T19:44:58Z,MEMPOOL,730.000000,Up,BUY,76047668924735039936397109145133533103953030100512092249255021983652198007043,0.480000,2025-12-02T19:44:55.318+01:00,730.000000,BUY,0.480000,,MAKER,350400000,730000000,730000000,2025-12-02T19:44:59.423+01:00,730.000000,BUY,0.480000,Up,2025-12-02T19:44:58.528+01:00,467.720000,SELL,0.520000,57496800064566062155619194604579958594468222689214352154882787140402407688500,2025-12-02T19:45:13.560+01:00,730.000000,BUY,0.480000,Up,76047668924735039936397109145133533103953030100512092249255021983652198007043,,0.000000,,0.000000,,,MEMPOOL
0x7dc961ad38382aa068837b734cb1514ce14e2765bea70e38bffad5e1b8acc490,2025-12-02T19:44:57.237+01:00,2025-12-02T19:44:56Z,POLYGON_LOGS,56.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.970000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:57.237+01:00,56.000000,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,56.000000,SELL,0.970000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,POLYGON_LOGS
0xb8e6b91fad380761e730f47a27195f4b95771b351bbb8cb2182b0a08b4bf332e,2025-12-02T19:44:57.262+01:00,2025-12-02T19:44:56Z,POLYGON_LOGS,10.309277,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.970000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:57.262+01:00,10.309277,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,10.309277,SELL,0.970000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,POLYGON_LOGS
0xafad7089c7e9c03ccc721c8b6228d2fe2ca4292fff62125ff2476263f062aded,2025-12-02T19:44:57.270+01:00,2025-12-02T19:44:56Z,POLYGON_LOGS,40.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.970000,,0.000000,,0.000000,,,,,,,0.000000,,0.000000,,2025-12-02T19:44:57.270+01:00,40.000000,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,40.000000,SELL,0.970000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,POLYGON_LOGS
0xe4ce28725c3d6bba2143a64c9009b1652cc2d29d852112856c214f67c64930c5,2025-12-02T19:44:58.515+01:00,2025-12-02T19:44:58Z,POLYGON_LOGS,216.000000,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.030000,,0.000000,,0.000000,,,,,,2025-12-02T19:45:00.071+01:00,216.000000,BUY,0.030000,Down,2025-12-02T19:44:58.515+01:00,216.000000,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,216.000000,BUY,0.030000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,POLYGON_LOGS
0xfccabf91d62fa3e899b14556773e88e128d6d9206ebd79275b281ce98b08a58b,2025-12-02T19:44:58.522+01:00,2025-12-02T19:44:58Z,POLYGON_LOGS,216.000000,Down,BUY,72418901714707682788665789696289422965317649937589827253265381901398990720379,0.030000,,0.000000,,0.000000,,,,,,2025-12-02T19:44:59.478+01:00,216.000000,BUY,0.030000,Down,2025-12-02T19:44:58.522+01:00,216.000000,SELL,0.970000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,216.000000,BUY,0.030000,Down,72418901714707682788665789696289422965317649937589827253265381901398990720379,,0.000000,,0.000000,,,POLYGON_LOGS
0x6176e9ef4da454feb84759e761e9c8e0db1570c3bb04507ae303a09ae5f3ad12,2025-12-02T19:44:58.549+01:00,2025-12-02T19:44:58Z,POLYGON_LOGS,188.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.960000,,0.000000,,0.000000,,,,,,2025-12-02T19:45:00.057+01:00,188.000000,SELL,0.960000,Up,2025-12-02T19:44:58.549+01:00,20.000000,BUY,0.040000,72418901714707682788665789696289422965317649937589827253265381901398990720379,2025-12-02T19:45:13.560+01:00,188.000000,SELL,0.960000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,POLYGON_LOGS
0xa62f752fa968c8877d2db85a0c9c3133f25bbfad1f87daeb708996c30cc0baf6,2025-12-02T19:45:00.487+01:00,2025-12-02T19:45:00Z,POLYGON_LOGS,6.000000,Up,SELL,25196530153819175930803470474486553877881838501291458149850000064556168756046,0.960000,,0.000000,,0.000000,,,,,,2025-12-02T19:45:01.357+01:00,6.000000,SELL,0.960000,Up,2025-12-02T19:45:00.487+01:00,6.000000,SELL,0.960000,25196530153819175930803470474486553877881838501291458149850000064556168756046,2025-12-02T19:45:13.560+01:00,6.000000,SELL,0.960000,Up,25196530153819175930803470474486553877881838501291458149850000064556168756046,,0.000000,,0.000000,,,POLYGON_LOGS
